city,idx,name,img,w,h,ratio,page
labuan-bajo,5,Batu Cermin Cave (Mirror Rock Cave),images/landmarks/labuan-bajo-batu-cermin-cave.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Goa_Batu_Cermin_-_Indonesia_1.jpg
malacca,2,St. Paul's Church and Hill,images/landmarks/malacca-st-pauls-church-hill.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:St_Paul's_Church,_Melaka.jpg"
malacca,5,Cheng Hoon Teng Temple,images/landmarks/malacca-cheng-hoon-teng-temple.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:2016_Malakka,_Świątynia_Cheng_Hoon_Teng_(07).jpg"
malmo,2,St. Petri Church (Sankt Petri kyrka),images/landmarks/malmo-st-petri-church.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Sankt_Petri_kyrka_in_Malmö,_Sweden.jpg"
milan,9,Bosco Verticale,images/landmarks/milan-bosco-verticale.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Il_Bosco_Verticale_Milano_Px_(137734459).jpeg
montpellier,2,Saint-Clément Aqueduct (Les Arceaux),images/landmarks/montpellier-saint-clement-aqueduct.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Aqueduc_Saint_Cl%C3%A9ment_-_Les_Arceaux_-_Montpellier_-_2025.jpg
moscow,8,Ostankino Tower,images/landmarks/moscow-ostankino-tower.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Ostankino_Tower.jpg
mostar,2,Koski Mehmed-Pasha Mosque,images/landmarks/mostar-koski-mehmed-pasha-mosque.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Koski_Mehmed_Pasha_Mosque,_Mostar_01.jpg"
mysore,4,St. Philomena's Cathedral,images/landmarks/mysore-st-philomenas-cathedral.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Beautiful_Exterior_view_of_St._Philomena%E2%80%99s_Cathedral,_Mysuru,_Karnataka.jpg"
novi-sad,6,Fruška Gora National Park and Monasteries,images/landmarks/novi-sad-fruska-gora.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:2026-06-13_Fruška_Gora_National_Park_18.jpg
nuremberg,9,Henkersteg and the Pegnitz River Views,images/landmarks/nuremberg-henkersteg.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Nürnberg_Henkersteg_01.jpg
olomouc,1,Town Hall and Astronomical Clock,images/landmarks/olomouc-town-hall-astronomical-clock.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Olomouc_-_Horní_náměstí_-_View_SSE_on_Town_Hall_1607_-_Astronomical_clock_1955_by_Karel_Svolinský_-_Bronze_3D_Town_Map.jpg
ottawa,4,Notre-Dame Cathedral Basilica,images/landmarks/ottawa-notre-dame-cathedral-basilica.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Ottawa,_ON_-_Notre_Dame_Cathedral_Basilica.jpg"
palermo,4,Fontana Pretoria,images/landmarks/palermo-fontana-pretoria.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Palermo_-_Fontana_Pretoria_2321.jpg
panama-city,7,Cathedral Basilica Santa María la Antigua,images/landmarks/panama-city-cathedral-basilica-santa-maria-la-antigua.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Catedral_Metropolitana_de_Panam%C3%A1.jpg
pecs,3,Zsolnay Cultural Quarter,images/landmarks/pecs-zsolnay-cultural-quarter.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Zsolnay_Quarter_building.jpg
perth,7,Crawley Edge Boatshed (Blue Boat House),images/landmarks/perth-crawley-edge-boatshed.webp,533,800,0.666,https://commons.wikimedia.org/wiki/File:CrawleyEdgeBoatshed.jpg
philadelphia,4,Philadelphia City Hall,images/landmarks/philadelphia-philadelphia-city-hall.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Philadelphia_city_hall.jpg
pilsen,6,Renaissance Town Hall,images/landmarks/pilsen-renaissance-town-hall.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Plze%C5%88_-_N%C3%A1m%C4%9Bst%C3%AD_Republiky_-_View_NE_on_Renesan%C4%8Dn%C3%AD_radnice_(City_Hall)_1559_by_Giovanni_de_Statia_-_Renaissance_architecture.jpg
plovdiv,5,Dzhumaya Mosque,images/landmarks/plovdiv-dzhumaya-mosque.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Dzhumaya_Mosque,_Plovdiv.jpg"
poprad,8,Belianska Cave,images/landmarks/poprad-belianska-cave.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Belianska_Cave,_Vysok%C3%A9_Tatry,_Slovakia_(Unsplash).jpg"
port-of-spain,6,Cathedral of the Immaculate Conception,images/landmarks/port-of-spain-cathedral-immaculate-conception.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Cathedral_Basilica_of_the_Immaculate_Conception_(Port_of_Spain).JPG
port-vila,5,Ekasup Cultural Village,images/landmarks/port-vila-ekasup-cultural-village.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Ekasup_Cultural_Village_(16123306403).jpg
porto,9,Vila Nova de Gaia Port Wine Cellars,images/landmarks/porto-port-wine-cellars.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Ramos_Pinto_Port_Wine_Cellars_Entrance,_Vila_Nova_de_Gaia,_Porto_(54814198436).jpg"
poznan,4,Fara Poznanska (Parish Church of St. Stanislaus),images/landmarks/poznan-fara-poznanska.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Fara_Pozna%C5%84ska.jpg
regensburg,1,Regensburg Cathedral (Dom St. Peter),images/landmarks/regensburg-cathedral.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:00_2101_Regensburg_-_Dom_St._Peter.jpg
regensburg,6,Basilika St. Emmeram,images/landmarks/regensburg-basilika-st-emmeram.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Basilika_St._Emmeram_Regensburg_8.jpg
rhodes,3,Mandraki Harbour,images/landmarks/rhodes-mandraki-harbour.webp,1065,1600,0.666,https://commons.wikimedia.org/wiki/File:Windmills_Rhodes_harbour.jpg
rostock,6,Kloster zum Heiligen Kreuz (Holy Cross Abbey),images/landmarks/rostock-kloster-zum-heiligen-kreuz-holy-cross-abbey.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Rostock,_Kloster_zum_Heiligen_Kreuz,_Klosterkirche_--_2024_--_5301.jpg"
rostock,7,Universitätsplatz and University Main Building,images/landmarks/rostock-universitatsplatz-and-university-main-building.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Main_Building_Rostock_University_at_night.JPG
rotorua,3,"Redwoods Treewalk, Whakarewarewa Forest",images/landmarks/rotorua-redwoods-treewalk-whakarewarewa-forest.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Lit_sculptures_above_entrance_tower_-_portrait.jpg
rotorua,7,Ohinemutu and St Faith's Church,images/landmarks/rotorua-ohinemutu-and-st-faiths-church.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:St_Faiths_Anglican_Church,_Ohinemutu,_Rotorua_(3).JPG"
rotterdam,3,Euromast,images/landmarks/rotterdam-euromast.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:.00_2435_Euromast_-_Rotterdam.jpg
saint-denis,5,Musée Léon Dierx,images/landmarks/saint-denis-reunion-musee-leon-dierx.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Buste-Léon-Dierx.JPG
saint-denis,6,Le Grand Marché,images/landmarks/saint-denis-reunion-le-grand-marche.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Grand-marché-Saint-Denis.JPG
salamanca,4,La Clerecía (Pontifical University),images/landmarks/salamanca-la-clerecia.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:2026-05-28_Church_of_la_Clerecía,_Salamanca_1.jpg"
salerno,2,Giardino della Minerva,images/landmarks/salerno-giardino-della-minerva.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Giardino_della_Minerva_Salerno_09.jpg
salta,9,Mercado Artesanal de Salta,images/landmarks/salta-mercado-artesanal-de-salta.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Florentina_Mendoza_de_tienda_MATRA_en_Tecnópolis_(21895515470).jpg
salvador,1,Elevador Lacerda,images/landmarks/salvador-elevador-lacerda.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Elevador_Lacerda_7610.jpg
san-andres,7,First Baptist Church (La Loma),images/landmarks/san-andres-first-baptist-church.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:First_Baptist_church_on_The_Hill,_La_Loma.jpg"
san-antonio,5,Tower of the Americas,images/landmarks/san-antonio-tower-of-the-americas.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:San_Antonio_May_2018_8_(Tower_of_the_Americas).jpg
san-antonio,7,The Pearl District,images/landmarks/san-antonio-the-pearl-district.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Gustavs_Geysers_Pearl_Brewery_San_Antonio_2021.jpg
sanliurfa,4,Haleplibahçe Mosaic Museum,images/landmarks/sanliurfa-haleplibahce-mosaic-museum.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Urfa_Haleplibahçe_Mosaic_Museum_Alanyurt_mosaic_5200.jpg
santiago-de-compostela,2,Hostal dos Reis Católicos,images/landmarks/santiago-de-compostela-hostal-dos-reis-catolicos.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:2025_Porta_e_balc%C3%B3n_do_Hostal_dos_Reis_Cat%C3%B3licos._Santiago_de_Compostela._Galiza.jpg
santiago-de-compostela,9,Rúa do Franco & the Old Town,images/landmarks/santiago-de-compostela-rua-do-franco.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:R%C3%BAa_do_Franco._Santiago_de_Compostela._Galiza.jpg
santiago-de-cuba,8,Padre Pico Steps & Tivolí Quarter,images/landmarks/santiago-de-cuba-padre-pico-steps.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Calle_Padre_Pico_desde_el_n%C2%BA_361,_al_fondo,_la_famosa_escalinata_-_panoramio.jpg"
sao-tome,0,Fort São Sebastião,images/landmarks/sao-tome-fort-sao-sebastiao.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Fort_S%C3%A3o_Sebasti%C3%A3o_(S%C3%A3o_Tom%C3%A9)_(7).jpg
sarajevo,7,Old Orthodox Church,images/landmarks/sarajevo-old-orthodox-church.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Sarajevo_Old_Orthodox_Church_03.jpg
sergiyev-posad,3,Lavra Bell Tower,images/landmarks/sergiyev-posad-lavra-bell-tower.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Bell_Tower_Troitse-Sergiyeva_Lavra_2023-07-21_7008.jpg
shanghai,5,Nanjing Road,images/landmarks/shanghai-nanjing-road.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:East_Nanjing_Road_2020_(50361842166).jpg
sibiu,4,Lutheran Cathedral of Saint Mary,images/landmarks/sibiu-lutheran-cathedral.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Sibiu_Lutheran_Cathedral.jpg
stanley,0,Christ Church Cathedral and Whalebone Arch,images/landmarks/stanley-christ-church-cathedral-and-whalebone-arch.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File%3AWhalebone_Arch_and_Christ_Church_Cathedral_%285618221414%29.jpg
stanley,8,Battle of the Falklands 1914 Memorial,images/landmarks/stanley-battle-of-falklands-1914-memorial.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Memorial_to_the_1914_Battle_of_the_Falkland_Islands_(5617680649).jpg
stanley,9,Victory Green and Ross Road waterfront,images/landmarks/stanley-victory-green-ross-road-waterfront.webp,853,1280,0.666,"https://commons.wikimedia.org/wiki/File:Ross_Road,_Stanley_(Falkland_Islands).jpg"
stockholm,0,Gamla Stan (Old Town),images/landmarks/stockholm-gamla-stan-old-town.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Alley_in_Gamla_Stan,_Stockholm.jpg"
sucre,5,Catedral Metropolitana de Sucre,images/landmarks/sucre-catedral-metropolitana-de-sucre.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Catedral_Metropolitana_de_Sucre.JPG
torshavn,1,Skansin Fortress,images/landmarks/torshavn-skansin-fortress.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Skansin_Fortress-pjt2.jpg
toulouse,3,Couvent des Jacobins,images/landmarks/toulouse-couvent-des-jacobins.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Ensemble_conventuel_des_Jacobins_2012-08-01_11-20-28.jpg
udaipur,4,Jagdish Temple,images/landmarks/udaipur-jagdish-temple.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Jagdish_Temple_Udaipur.jpg
ulm,0,Ulm Minster (Ulmer Münster),images/landmarks/ulm-ulm-minster.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Ulm_-_Ulmer_Münster_(49203436743).jpg
ulm,4,Metzgerturm (Butchers' Tower),images/landmarks/ulm-metzgerturm.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Ulm_Metzgerturm_04.jpg
vancouver,7,Lions Gate Bridge,images/landmarks/vancouver-lions-gate-bridge.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Lions_Gate_Bridge,_Vancouver,_Canada.jpg"
varna,0,Dormition of the Mother of God Cathedral,images/landmarks/varna-dormition-of-the-mother-of-god-cathedral.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Dormition_of_the_Mother_of_God_Cathedral,_Varna,_December,_2018.jpg"
venice,8,Santa Maria della Salute,images/landmarks/venice-santa-maria-della-salute.webp,1065,1600,0.666,https://commons.wikimedia.org/wiki/File:Santa_Maria_della_Salute_from_Hotel_Monaco.jpg
vienna,1,St. Stephen's Cathedral,images/landmarks/vienna-st-stephens-cathedral.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:Wien_-_Stephansdom_(1).JPG
visby,5,Fiskargränd,images/landmarks/visby-fiskargrand.webp,1066,1600,0.666,"https://commons.wikimedia.org/wiki/File:Fiskargränd,_Visby.jpg"
vladivostok,9,Triumphal Arch of Tsarevich Nicholas,images/landmarks/vladivostok-triumphal-arch.webp,533,800,0.666,https://commons.wikimedia.org/wiki/File:Triumphal_arch_Cesarevitch_Nikolay.jpg
wroclaw,8,St. Elizabeth's Church,images/landmarks/wroclaw-st-elizabeth-s-church.webp,1066,1600,0.666,https://commons.wikimedia.org/wiki/File:598582_Wroc%C5%82aw_Bazylika_El%C5%BCbiety_01.JPG
zhangjiajie,7,Yellow Dragon Cave (Huanglongdong),images/landmarks/zhangjiajie-yellow-dragon-cave.webp,933,1400,0.666,https://commons.wikimedia.org/wiki/File:20120410_YD_cave_0001_04.jpg
abha,2,Shada Palace,images/landmarks/abha-shada-palace.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:%D9%82%D8%B5%D8%B1_%D8%B4%D8%AF%D8%A72.jpg
aix-en-provence,9,Thermes Sextius,images/landmarks/aix-en-provence-thermes-sextius.webp,1280,1920,0.667,https://commons.wikimedia.org/wiki/File:Aix-en-Provence_Thermes_Sextius_1_20061227.jpg
angra-dos-reis,5,Convento de Sao Bernardino de Sena,images/landmarks/angra-dos-reis-convento-de-sao-bernardino-de-sena.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Ru%C3%ADnas_do_Convento_S%C3%A3o_Bernardino_de_Sena.jpg
angra-dos-reis,6,Igreja Matriz de Nossa Senhora da Conceicao,images/landmarks/angra-dos-reis-igreja-matriz-de-nossa-senhora-da-conceicao.webp,512,768,0.667,https://commons.wikimedia.org/wiki/File:Altar_da_Igreja_Matriz_de_Nossa_senhora_da_Concei%C3%A7%C3%A3o.jpg
annecy,6,Basilique de la Visitation,images/landmarks/annecy-basilique-de-la-visitation.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Basilique_de_la_Visitation_-_207.jpg
antsiranana,2,Montagne d'Ambre National Park,images/landmarks/antsiranana-montagne-dambre-national-park.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Waterfall_Montagne_d_Ambre_MS5563.jpg
ashgabat,4,Monument to the Constitution,images/landmarks/ashgabat-monument-to-the-constitution.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Monument_to_the_Constitution,_Ashgabat,_Turkmenistan.jpg"
astana,7,Nur-Astana Mosque,images/landmarks/astana-nur-astana-mosque.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Nur_Astana_Mosque_02.jpg
baku,9,Nizami Street,images/landmarks/baku-nizami-street.webp,1067,1600,0.667,https://en.wikipedia.org/wiki/Nizami%20Street
barcelona,8,La Rambla,images/landmarks/barcelona-la-rambla.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:02006_44570082_La_Rambla_From_The_Cable_Car.jpg
basel,5,St. Alban-Tor,images/landmarks/basel-st-alban-tor.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Basel_-_St.-Alban-Tor.jpg
bergen,5,Bergen Cathedral,images/landmarks/bergen-bergen-cathedral.webp,800,1200,0.667,https://en.wikipedia.org/wiki/Bergen_Cathedral
bologna,4,Portico di San Luca,images/landmarks/bologna-portico-di-san-luca.webp,1068,1600,0.667,"https://commons.wikimedia.org/wiki/File:Arcade_of_Sanctuary_of_the_Madonna_di_San_Luca,_Bologna,_Italy.jpg"
brasov,2,Mount Tâmpa,images/landmarks/brasov-mount-tampa.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Ivy-covered_tower_below_Mount_Tâmpa_with_the_BRAȘOV_sign_(2025).jpg
buenos-aires,0,Obelisco de Buenos Aires,images/landmarks/buenos-aires-obelisco-de-buenos-aires.webp,1066,1599,0.667,https://en.wikipedia.org/wiki/Obelisco_de_Buenos_Aires
cadiz,5,Teatro Romano (Roman Theatre),images/landmarks/cadiz-teatro-romano.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:C%C3%A1diz_Teatro_Romano_1.jpg
cadiz,9,Barrio del Pópulo,images/landmarks/cadiz-barrio-del-populo.webp,1067,1600,0.667,https://commons.wikimedia.org/w/index.php?search=Barrio%20del%20P%C3%B3pulo%20Cadiz&title=Special:MediaSearch
copenhagen,0,The Little Mermaid statue,images/landmarks/copenhagen-the-little-mermaid-statue.webp,1068,1600,0.667,https://en.wikipedia.org/wiki/File:Copenhagen_-_the_little_mermaid_statue_-_2013.jpg
dubrovnik,4,Dubrovnik Cathedral (Cathedral of the Assumption),images/landmarks/dubrovnik-dubrovnik-cathedral-cathedral-of-the-assumption.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Cattedrale_di_dubrovnik,_ext._01.JPG"
erbil,2,Mudhafaria Minaret (Choli Minaret),images/landmarks/erbil-mudhafaria-minaret.webp,1068,1600,0.667,"https://commons.wikimedia.org/wiki/File:Mudhafaria_Minaret,_Minaret_Park,_Erbil.jpg"
gibraltar,2,St Michael's Cave,images/landmarks/gibraltar-st-michaels-cave.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Gibraltar_St._Michael%27s_Cave_interior_1.jpg
gibraltar,3,Great Siege Tunnels,images/landmarks/gibraltar-great-siege-tunnels.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Gibraltar_Great_Siege_Tunnels_main_course.jpg
gondar,3,Fasilides' Bath,images/landmarks/gondar-fasilides-bath.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:ET_Gondar_asv2018-02_img29_Fasilides_Bath.jpg
heidelberg,4,Church of the Holy Spirit (Heiliggeistkirche),images/landmarks/heidelberg-church-of-the-holy-spirit.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:20230315_Heiliggeistkirche_Heidelberg_01.jpg
innsbruck,4,Hofkirche (Court Church),images/landmarks/innsbruck-hofkirche.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:20240225_Hofkirche_Innsbruck.jpg
istanbul,4,Grand Bazaar,images/landmarks/istanbul-grand-bazaar.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Istanbul_asv2021-11_img41_Grand_Bazaar.jpg
jeddah,0,King Fahd's Fountain,images/landmarks/jeddah-king-fahds-fountain.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:King_Fahd’s_Fountain.jpg
kathmandu,9,Nyatapola Temple Bazaar,images/landmarks/kathmandu-nyatapola-temple.webp,800,1200,0.667,https://commons.wikimedia.org/wiki/File:Kathmandu_und_Bhaktapur_2013-05-11_16-03-39.jpg
konstanz,1,Imperia Statue,images/landmarks/konstanz-imperia-statue.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Imperia_Statue,_Konstanz,_Germany,_20250502_1834_8716.jpg"
la-paz,1,Mi Teleférico,images/landmarks/la-paz-mi-teleferico.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Mi_Telef%C3%A9rico,_La_Paz,_Bolivia.jpg"
lausanne,0,Lausanne Cathedral (Notre-Dame),images/landmarks/lausanne-lausanne-cathedral.webp,600,900,0.667,https://commons.wikimedia.org/wiki/File:Lausanne-cathe7.JPG
lausanne,3,Place de la Palud,images/landmarks/lausanne-place-de-la-palud.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:Lausanne_Palud_Justice_(1).jpg
leipzig,0,Völkerschlachtdenkmal (Monument to the Battle of the Nations),images/landmarks/leipzig-volkerschlachtdenkmal.webp,1067,1600,0.667,https://en.wikipedia.org/wiki/Monument_to_the_Battle_of_the_Nations
leipzig,2,St. Nicholas Church (Nikolaikirche),images/landmarks/leipzig-nikolaikirche.webp,1067,1600,0.667,"https://en.wikipedia.org/wiki/St._Nicholas_Church,_Leipzig"
leipzig,3,Old Town Hall and Markt,images/landmarks/leipzig-altes-rathaus.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:20200912_Altes_Rathaus_Leipzig_02.jpg
libreville,1,Hassan II Mosque,images/landmarks/libreville-hassan-ii-mosque.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:The_Hassan_II_Mosque_in_Libreville,_Gabon_-_2023.jpg"
libreville,2,Léon Mba Memorial,images/landmarks/libreville-leon-mba-memorial.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:The_Leon_Mba_Memorial_-_Libreville,_Gabon_-_2023.jpg"
libreville,8,Presidential Palace of Gabon,images/landmarks/libreville-presidential-palace-of-gabon.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:The_Hassan_II_Mosque_in_Libreville,_Gabon_-_2023.jpg"
ljubljana,9,Metelkova Mesto,images/landmarks/ljubljana-metelkova-mesto.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Metelkova_mesto1.jpg
london,0,Big Ben (Elizabeth Tower),images/landmarks/london-big-ben.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Elizabeth_Tower,_June_2022.jpg"
longyearbyen,0,Svalbard Global Seed Vault,images/landmarks/longyearbyen-seed-vault.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Svalbard_Global_Seed_Vault_april2017.jpg
los-angeles,1,Griffith Observatory,images/landmarks/los-angeles-griffith-observatory.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Griffith_Observatory,_Los_Angeles_2015-07-19.jpg"
madrid,4,Gran Via,images/landmarks/madrid-gran-via.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Gran_Vía_-_01.jpg
madrid,7,Almudena Cathedral,images/landmarks/madrid-almudena-cathedral.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Catedral_de_la_Almudena_-_130826_211731.jpg
madurai,0,Meenakshi Amman Temple,images/landmarks/madurai-meenakshi-amman-temple.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:MEENAKSHI_TEMPLE-_WEST_TOWER.jpg
malaga,5,Calle Marqués de Larios,images/landmarks/malaga-calle-marques-de-larios.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Calle_Marques_de_Larios,_M%C3%A1laga.jpg"
merida,4,Gran Museo del Mundo Maya,images/landmarks/merida-gran-museo-del-mundo-maya.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Gran_Museo_del_Mundo_Maya_-_Dic_2018_01.jpg
merida,5,Palacio Cantón,images/landmarks/merida-palacio-canton.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Palacio_Canton_Merida_Yucatan_2016_Exhibits_15.jpg
mexico-city,7,Torre Latinoamericana,images/landmarks/mexico-city-torre-latinoamericana.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Mexico_df_-_Torre_Latinoamerica.jpg
minneapolis,7,Weisman Art Museum,images/landmarks/minneapolis-weisman-art-museum.webp,1068,1600,0.667,"https://commons.wikimedia.org/wiki/File:Frank_Gehry_-_Minneapolis,_MN_-_Weisman_Art_Museum_(A).jpg"
munich,3,Englischer Garten (English Garden),images/landmarks/munich-englischer-garten.webp,1068,1600,0.667,"https://commons.wikimedia.org/wiki/File:Monopteros,_Englischer_Garten,_Munich,_20251110_0846_6048.jpg"
nadi,0,Sri Siva Subramaniya Temple,images/landmarks/nadi-sri-siva-subramaniya-temple.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:Sri_Siva_Subramaniya_Swami_Temple_-_Nadi,_Fiji.jpg"
nagano,1,Jigokudani Snow Monkey Park,images/landmarks/nagano-jigokudani-snow-monkey-park.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Snow_Monkey_at_Jigokudani_Monkey_Park.jpg
nagasaki,1,Nagasaki Peace Park,images/landmarks/nagasaki-peace-park.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:20190202_Nagasaki_Peace_Park_Peace_Statue-1.jpg
nanjing,3,Nanjing Massacre Memorial Hall,images/landmarks/nanjing-massacre-memorial-hall.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Nanjing_Massacre_Memorial_(10151828983).jpg
new-york,3,Central Park,images/landmarks/new-york-central-park.webp,1067,1600,0.667,"https://commons.wikimedia.org/wiki/File:New_York_City_(New_York,_USA),_Central_Park_--_2012_--_6732.jpg"
osaka,9,Abeno Harukas,images/landmarks/osaka-abeno-harukas.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:Abeno_Harukas_Osaka_Japan01-r.jpg
pilsen,4,Pilsen Historical Underground,images/landmarks/pilsen-historical-underground.webp,400,600,0.667,https://commons.wikimedia.org/wiki/File:Plze%C5%88sk%C3%A9_historick%C3%A9_podzem%C3%AD_-_chodba.jpg
ponce,3,Museo de Arte de Ponce,images/landmarks/ponce-museo-de-arte-de-ponce.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:Museo_de_Arte_de_Ponce_3360.jpg
port-louis,5,Port Louis Central Market,images/landmarks/port-louis-central-market.webp,1068,1600,0.667,https://commons.wikimedia.org/wiki/File:Mauritius_-_Port_Louis_(Central_Market)_(17118303459).jpg
punta-cana,7,Manatí Park,images/landmarks/punta-cana-manati-park.webp,683,1024,0.667,https://commons.wikimedia.org/wiki/File:Ara_chloropterus_-Manati_Park_-Dominican_Republic-8a.jpg
rhodes,5,Kahal Shalom Synagogue,images/landmarks/rhodes-kahal-shalom-synagogue.webp,1067,1600,0.667,https://commons.wikimedia.org/wiki/File:Kahal_Shalom_Synagogue_entrance_2010.jpg
